WT	WT	WT	KO	KO	KO
0.498673396	0.696192594	0.627914556	0.398694802	0.648642048	0.338951701
0.44746484	0.618160508	0.565732738	0.379186781	0.585240979	0.359678973
0.410887299	0.553540187	0.519401187	0.368213519	0.542567182	0.382844749
0.393817781	0.509647139	0.493796909	0.368213519	0.521839909	0.399914267
0.401133289	0.484042861	0.48526215	0.381625283	0.524278412	0.404791273
0.434053075	0.479165856	0.488919904	0.409668064	0.540128679	0.395037262
0.486480882	0.491358369	0.499893166	0.447464856	0.562075203	0.371871487
0.545004947	0.51086639	0.515743433	0.490138652	0.577925471	0.338951701
0.593775	0.531593663	0.535251455	0.527935444	0.585240979	0.30237416
0.626694786	0.546224679	0.552320973	0.553539722	0.580363973	0.269454374
0.636448797	0.549882433	0.563294235	0.559635979	0.562075203	0.246288599
0.624256283	0.536470668	0.565732738	0.546224214	0.534032422	0.231657583
0.588897995	0.507208636	0.554759476	0.514523679	0.492577877	0.217026567
0.537689439	0.465754091	0.524278193	0.46941138	0.443807824	0.199957048
0.481603877	0.420641791	0.480385144	0.413325818	0.393818519	0.185326032
0.425518316	0.375529492	0.424299583	0.357240257	0.347486968	0.175572021
0.376748262	0.337732701	0.36699477	0.310908706	0.309690176	0.168256513
0.336512968	0.304812914	0.321882471	0.275550417	0.280428144	0.162160257
0.306031684	0.279208636	0.290181936	0.25116539	0.257262369	0.157283251
0.282865909	0.260919866	0.26701616	0.234095872	0.241412102	0.152406246
0.267015642	0.24628885	0.251165893	0.22312261	0.23043884	0.149967743
0.253603877	0.235315588	0.240192631	0.215807102	0.223123332	0.146309989
0.243849866	0.226780829	0.232877123	0.210930096	0.217027075	0.143871487
0.23775361	0.220684572	0.225561615	0.207272342	0.210930818	0.140213733
0.232876604	0.213369064	0.22068461	0.203614588	0.206053813	0.138994481
0.22921885	0.208492059	0.215807604	0.201176086	0.202396059	0.138994481
0.226780348	0.203615053	0.213369102	0.198737583	0.201176807	0.142652235
0.226780348	0.201176551	0.213369102	0.199956834	0.204834561	0.152406246
0.231657353	0.199957299	0.217026856	0.203614588	0.217027075	0.167037262
0.241411364	0.203615053	0.225561615	0.21458785	0.236535096	0.182887529
0.260919385	0.213369064	0.23897338	0.23287662	0.264577877	0.199957048
0.293839171	0.229219332	0.25726215	0.260919401	0.29505916	0.21946507
0.340170722	0.251165856	0.280427925	0.297496941	0.324321193	0.241411594
0.393817781	0.277989385	0.308470706	0.337732235	0.348706219	0.264577369
0.441368583	0.303593663	0.335294235	0.375529027	0.364556487	0.285304642
0.474288369	0.324320936	0.360898513	0.404791059	0.370652743	0.296277904
0.488919385	0.337732701	0.377968032	0.420641326	0.365775738	0.296277904
0.481603877	0.341390455	0.386502791	0.423079829	0.351144722	0.281646888
0.458438102	0.332855695	0.384064289	0.410887316	0.326759695	0.258481112
0.424299064	0.314566925	0.368214021	0.385283037	0.298716914	0.230438332
0.385283021	0.290181898	0.342609743	0.353582503	0.269454882	0.203614802
0.34748623	0.263358369	0.31212846	0.318224214	0.245069856	0.182887529
0.314566444	0.240192594	0.281647176	0.285304428	0.224342583	0.167037262
0.291400668	0.220684572	0.256042898	0.25970015	0.209711567	0.156064
0.27433115	0.207272807	0.236534877	0.240192128	0.199957556	0.148748492
0.262138636	0.196299545	0.223123112	0.226780364	0.193861299	0.145090738
0.253603877	0.19142254	0.214588353	0.218245604	0.190203545	0.145090738
0.249946123	0.187764786	0.209711348	0.21458785	0.190203545	0.145090738
0.249946123	0.185326283	0.207272845	0.213368599	0.192642048	0.146309989
0.251165374	0.186545535	0.208492096	0.21458785	0.197519053	0.149967743
0.254823128	0.187764786	0.210930599	0.219464856	0.206053813	0.156064
0.262138636	0.19142254	0.217026856	0.227999615	0.219465578	0.164598759
0.273111898	0.196299545	0.225561615	0.24141138	0.237754348	0.178010524
0.291400668	0.204834305	0.23897338	0.25970015	0.257262369	0.195080043
0.317004947	0.215807567	0.253604396	0.282865925	0.274331888	0.215807316
0.34748623	0.230438583	0.271893166	0.307250952	0.288962904	0.232876834
0.374309759	0.245069599	0.288962684	0.330416727	0.298716914	0.246288599
0.395037032	0.258481364	0.304812952	0.347486246	0.30359392	0.251165604
0.403571791	0.268235374	0.317005465	0.356021005	0.301155417	0.246288599
0.399914037	0.27311238	0.323101722	0.356021005	0.292620658	0.235315337
0.386502273	0.270673877	0.320663219	0.347486246	0.277989642	0.220684321
0.366994251	0.262139118	0.31212846	0.330416727	0.260920123	0.203614802
0.343828476	0.247508102	0.297497444	0.309689455	0.243850604	0.188983786
0.321881952	0.231657834	0.280427925	0.286523679	0.228000337	0.176791273
0.303593182	0.217026818	0.262139155	0.267015658	0.215807824	0.168256513
0.288962166	0.204834305	0.246288888	0.252384642	0.207273064	0.164598759
0.279208155	0.196299545	0.234096374	0.242630631	0.202396059	0.163379508
0.273111898	0.19142254	0.226780866	0.236534374	0.202396059	0.164598759
0.270673396	0.188984037	0.223123112	0.235315123	0.20361531	0.168256513
0.271892647	0.188984037	0.221903861	0.238972877	0.208492316	0.17435277
0.275550401	0.190203289	0.223123112	0.243849882	0.215807824	0.181668278
0.282865909	0.193861043	0.229219369	0.253603893	0.224342583	0.191422289
0.291400668	0.198738048	0.235315626	0.263357904	0.235315845	0.202395551
0.303593182	0.206053556	0.243850385	0.275550417	0.243850604	0.21093031
0.315785695	0.213369064	0.253604396	0.286523679	0.249946861	0.217026567
0.326758957	0.219465321	0.263358406	0.295058439	0.252385364	0.217026567
0.332855214	0.224342326	0.270673914	0.298716193	0.251166112	0.21093031
0.332855214	0.226780829	0.27555092	0.297496941	0.246289107	0.202395551
0.326758957	0.225561578	0.27555092	0.291400684	0.237754348	0.19264154
0.315785695	0.220684572	0.271893166	0.281646674	0.228000337	0.182887529
0.303593182	0.212149813	0.264577658	0.26945416	0.218246326	0.175572021
0.291400668	0.203615053	0.256042898	0.257261647	0.208492316	0.169475765
0.280427406	0.195080294	0.247508139	0.246288385	0.202396059	0.167037262
0.271892647	0.187764786	0.237754128	0.237753626	0.197519053	0.167037262
0.267015642	0.182887781	0.229219369	0.23287662	0.196299802	0.168256513
0.263357888	0.180449278	0.223123112	0.230438118	0.196299802	0.173133519
0.260919385	0.179230027	0.219465358	0.231657369	0.198738305	0.176791273
0.262138636	0.179230027	0.218246107	0.234095872	0.202396059	0.180449027
0.263357888	0.181668529	0.219465358	0.238972877	0.204834561	0.182887529
0.267015642	0.182887781	0.221903861	0.24141138	0.207273064	0.184106781
0.269454144	0.185326283	0.224342364	0.243849882	0.207273064	0.181668278
0.271892647	0.186545535	0.228000118	0.245069134	0.204834561	0.176791273
0.270673396	0.185326283	0.23043862	0.242630631	0.201176807	0.171914267
0.267015642	0.181668529	0.231657872	0.237753626	0.196299802	0.165818011
0.260919385	0.178010775	0.23043862	0.231657369	0.190203545	0.160941005
0.253603877	0.174353021	0.226780866	0.224341861	0.18532654	0.157283251
0.246288369	0.169476016	0.221903861	0.217026353	0.180449535	0.154844749
0.238972861	0.164599011	0.215807604	0.212149348	0.175572529	0.153625497
0.231657353	0.159722005	0.209711348	0.206053091	0.173134027	0.153625497
0.226780348	0.156064251	0.203615091	0.203614588	0.170695524	0.153625497
0.223122594	0.153625749	0.199957337	0.199956834	0.169476273	0.153625497
0.21946484	0.152406497	0.196299583	0.198737583	0.169476273	0.153625497
0.218245588	0.151187246	0.195080332	0.197518332	0.168257021	0.151186995
0.215807086	0.149967995	0.19386108	0.19629908	0.165818519	0.148748492
0.212149332	0.147529492	0.192641829	0.193860578	0.162160765	0.145090738
0.208491578	0.145090989	0.191422578	0.190202824	0.158503011	0.140213733
0.203614572	0.141433235	0.188984075	0.185325818	0.154845257	0.13777523
0.198737567	0.137775481	0.186545572	0.180448813	0.151187503	0.135336727
0.19264131	0.134117727	0.182887818	0.175571807	0.147529749	0.132898225
0.187764305	0.131679225	0.179230064	0.170694802	0.143871995	0.130459722
0.182887299	0.128021471	0.174353059	0.165817797	0.141433492	0.128021219
0.178010294	0.124363717	0.169476053	0.162160043	0.137775738	0.125582717
0.17435254	0.121925214	0.165818299	0.158502289	0.135337235	0.123144214
0.169475535	0.119486711	0.162160545	0.154844535	0.132898733	0.120705711
0.164598529	0.117048209	0.158502791	0.151186781	0.129240979	0.117047957
0.160940775	0.114609706	0.154845037	0.147529027	0.125583225	0.113390203
0.15606377	0.110951952	0.152406535	0.143871273	0.121925471	0.109732449
0.149967513	0.107294198	0.147529529	0.138994267	0.117048465	0.106074695
0.145090508	0.103636444	0.143871775	0.135336513	0.113390711	0.103636193
0.138994251	0.09997869	0.13899477	0.129240257	0.109732957	0.099978439
0.134117246	0.096320936	0.134117765	0.124363251	0.104855952	0.096320684
0.128020989	0.092663182	0.130460011	0.119486246	0.101198198	0.093882182
0.123143984	0.089005428	0.126802257	0.114609241	0.097540444	0.090224428
0.118266979	0.085347674	0.121925251	0.110951487	0.092663439	0.086566674
0.113389973	0.08168992	0.118267497	0.106074481	0.089005684	0.081689668
0.108512968	0.078032166	0.113390492	0.101197476	0.08534793	0.079251166
0.103635963	0.074374412	0.109732738	0.096320471	0.080470925	0.075593412
0.097539706	0.070716658	0.104855733	0.090224214	0.07559392	0.071935658
0.092662701	0.067058904	0.101197979	0.085347209	0.071936166	0.068277904
0.089004947	0.06340115	0.097540225	0.080470203	0.068278412	0.06462015
0.084127941	0.059743396	0.092663219	0.075593198	0.064620658	0.060962396
0.079250936	0.056085642	0.089005465	0.071935444	0.059743652	0.057304642
0.07437393	0.052427888	0.08412846	0.067058439	0.05730515	0.053646888
0.069496925	0.048770134	0.079251455	0.062181433	0.053647396	0.049989134
0.06461992	0.04511238	0.074374449	0.058523679	0.049989642	0.04633138
0.059742914	0.042673877	0.070716695	0.053646674	0.045112636	0.042673626
0.054865909	0.039016123	0.06583969	0.04998892	0.041454882	0.039015872
0.049988904	0.035358369	0.060962684	0.045111914	0.037797128	0.035358118
0.04633115	0.031700615	0.05730493	0.04145416	0.034139374	0.031700364
0.041454144	0.028042861	0.052427925	0.036577155	0.03048162	0.029261861
0.036577139	0.024385107	0.048770171	0.032919401	0.026823866	0.026823358
0.032919385	0.021946604	0.045112417	0.029261647	0.023166112	0.023165604
0.02804238	0.019508102	0.041454663	0.025603893	0.02072761	0.021946353
0.024384626	0.017069599	0.037796909	0.021946139	0.018289107	0.018288599
0.021946123	0.014631096	0.032919904	0.019507636	0.015850604	0.015850096
0.01950762	0.012192594	0.030481401	0.017069134	0.013412102	0.013411594
0.015849866	0.010973342	0.026823647	0.01341138	0.010973599	0.012192342
0.014630615	0.00853484	0.024385144	0.010972877	0.008535096	0.00975384
0.012192112	0.007315588	0.021946642	0.008534374	0.007315845	0.007315337
0.00975361	0.006096337	0.019508139	0.006095872	0.003658091	0.004876834
0.007315107	0.004877086	0.017069636	0.003657369	0.00243884	0.002438332
0.006095856	0.002438583	0.015850385	0.002438118	0.001219588	0.00121908
0.003657353	0.001219332	0.012192631	-3.85027E-07	3.36898E-07	-1.71123E-07
0.002438102	0.001219332	0.01097338	-3.85027E-07	3.36898E-07	-1.71123E-07
0.00121885	8.02139E-08	0.008534877	0.002438118	3.36898E-07	-1.71123E-07
-4.0107E-07	8.02139E-08	0.006096374	0.00487662	0.001219588	0.00121908
0.00121885	8.02139E-08	0.004877123	0.006095872	0.00243884	0.003657583
0.003657353	8.02139E-08	0.00243862	0.008534374	0.004877342	0.006096086
0.006095856	0.002438583	0.001219369	0.009753626	0.007315845	0.008534588
0.008534358	0.003657834	1.17647E-07	0.010972877	0.009754348	0.010973091
0.00975361	0.009754091	0.001219369	0.01341138	0.014631353	0.017069348
0.014630615	0.017069599	0.001219369	0.018288385	0.023166112	0.023165604
0.020726872	0.021946604	0.004877123	0.02316539	0.03048162	0.029261861
0.02804238	0.024385107	0.008534877	0.03170015	0.03901638	0.036577369
0.035357888	0.025604358	0.01097338	0.035357904	0.046331888	0.039015872
0.03779639	0.028042861	0.012192631	0.035357904	0.049989642	0.036577369
0.040234893	0.03657762	0.018288888	0.035357904	0.053647396	0.040235123
0.047550401	0.051208636	0.02926215	0.043892663	0.056085898	0.048769882
0.054865909	0.062181898	0.03901616	0.054865925	0.059743652	0.051208385
0.060962166	0.065839652	0.042673914	0.057304428	0.065839909	0.053646888
0.059742914	0.068278155	0.046331668	0.060962182	0.069497663	0.054866139
0.057304412	0.070716658	0.054866428	0.069496941	0.07559392	0.057304642
0.058523663	0.071935909	0.058524182	0.073154695	0.080470925	0.062181647
0.059742914	0.071935909	0.056085679	0.071935444	0.087786433	0.097539936
0.057304412	0.080470668	0.054866428	0.08656646	0.121925471	0.152406246
0.065839171	0.120705963	0.05730493	0.124363251	0.175572529	0.168256513
0.104855214	0.176791524	0.062181936	0.190202824	0.168257021	0.081689668
0.158502273	0.149967995	0.067058941	0.130459508	0.070716914	0.024384856
0.112170722	0.049989385	0.089005465	0.029261647	0.014631353	0.003657583
0.01950762	-0.003657674	0.126802257	-0.017069904		
-0.025604679		0.185326321			
		0.123144503			
		0.030481401			
		-0.012192396			
